id,category_id,name,description,price
1670,10,Router 0084,Router generation 84 for category Networking,6915.00
1671,11,Appliance 0084,Appliance generation 84 for category Kitchen Appliances,10005.00
1672,12,Office Device 0084,Office Device generation 84 for category Office Equipment,15095.00
1673,13,Wearable 0084,Wearable generation 84 for category Wearables,13185.00
1674,14,Camera 0084,Camera generation 84 for category Cameras,48275.00
1675,15,Book 0084,Book generation 84 for category Books,2815.00
1676,16,TV 0084,TV generation 84 for category TVs,57005.00
1677,17,Speaker 0084,Speaker generation 84 for category Audio,12095.00
1678,18,Printer 0084,Printer generation 84 for category Printers,20185.00
1679,19,Component 0084,Component generation 84 for category Components,17275.00
1680,20,Charger 0084,Charger generation 84 for category Charging,3915.00
1681,1,Smartphone 0085,Smartphone generation 85 for category Smartphones,27280.00
1682,2,Laptop 0085,Laptop generation 85 for category Laptops,72370.00
1683,3,Tablet 0085,Tablet generation 85 for category Tablets,32460.00
1684,4,Headphones 0085,Headphones generation 85 for category Headphones,11550.00
1685,5,Smart Device 0085,Smart Device generation 85 for category Smart Home,6690.00
1686,6,Gaming Gear 0085,Gaming Gear generation 85 for category Gaming,9280.00
1687,7,Monitor 0085,Monitor generation 85 for category Monitors,24370.00
1688,8,Storage 0085,Storage generation 85 for category Storage,7960.00
1689,9,Accessory 0085,Accessory generation 85 for category Accessories,4050.00
1690,10,Router 0085,Router generation 85 for category Networking,7190.00
1691,11,Appliance 0085,Appliance generation 85 for category Kitchen Appliances,10280.00
1692,12,Office Device 0085,Office Device generation 85 for category Office Equipment,15370.00
1693,13,Wearable 0085,Wearable generation 85 for category Wearables,13460.00
1694,14,Camera 0085,Camera generation 85 for category Cameras,48550.00
1695,15,Book 0085,Book generation 85 for category Books,3090.00
1696,16,TV 0085,TV generation 85 for category TVs,57280.00
1697,17,Speaker 0085,Speaker generation 85 for category Audio,12370.00
1698,18,Printer 0085,Printer generation 85 for category Printers,20460.00
1699,19,Component 0085,Component generation 85 for category Components,17550.00
1700,20,Charger 0085,Charger generation 85 for category Charging,4190.00
1701,1,Smartphone 0086,Smartphone generation 86 for category Smartphones,27555.00
1702,2,Laptop 0086,Laptop generation 86 for category Laptops,72645.00
1703,3,Tablet 0086,Tablet generation 86 for category Tablets,32735.00
1704,4,Headphones 0086,Headphones generation 86 for category Headphones,11825.00
1705,5,Smart Device 0086,Smart Device generation 86 for category Smart Home,6965.00
1706,6,Gaming Gear 0086,Gaming Gear generation 86 for category Gaming,9555.00
1707,7,Monitor 0086,Monitor generation 86 for category Monitors,24645.00
1708,8,Storage 0086,Storage generation 86 for category Storage,8235.00
1709,9,Accessory 0086,Accessory generation 86 for category Accessories,4325.00
1710,10,Router 0086,Router generation 86 for category Networking,7465.00
1711,11,Appliance 0086,Appliance generation 86 for category Kitchen Appliances,10555.00
1712,12,Office Device 0086,Office Device generation 86 for category Office Equipment,15645.00
1713,13,Wearable 0086,Wearable generation 86 for category Wearables,13735.00
1714,14,Camera 0086,Camera generation 86 for category Cameras,48825.00
1715,15,Book 0086,Book generation 86 for category Books,3365.00
1716,16,TV 0086,TV generation 86 for category TVs,57555.00
1717,17,Speaker 0086,Speaker generation 86 for category Audio,12645.00
1718,18,Printer 0086,Printer generation 86 for category Printers,20735.00
1719,19,Component 0086,Component generation 86 for category Components,17825.00
1720,20,Charger 0086,Charger generation 86 for category Charging,4465.00
1721,1,Smartphone 0087,Smartphone generation 87 for category Smartphones,27830.00
1722,2,Laptop 0087,Laptop generation 87 for category Laptops,72920.00
1723,3,Tablet 0087,Tablet generation 87 for category Tablets,33010.00
1724,4,Headphones 0087,Headphones generation 87 for category Headphones,12100.00
1725,5,Smart Device 0087,Smart Device generation 87 for category Smart Home,7240.00
1726,6,Gaming Gear 0087,Gaming Gear generation 87 for category Gaming,9830.00
1727,7,Monitor 0087,Monitor generation 87 for category Monitors,24920.00
1728,8,Storage 0087,Storage generation 87 for category Storage,8510.00
1729,9,Accessory 0087,Accessory generation 87 for category Accessories,4600.00
1730,10,Router 0087,Router generation 87 for category Networking,7740.00
1731,11,Appliance 0087,Appliance generation 87 for category Kitchen Appliances,10830.00
1732,12,Office Device 0087,Office Device generation 87 for category Office Equipment,15920.00
1733,13,Wearable 0087,Wearable generation 87 for category Wearables,14010.00
1734,14,Camera 0087,Camera generation 87 for category Cameras,49100.00
1735,15,Book 0087,Book generation 87 for category Books,3640.00
1736,16,TV 0087,TV generation 87 for category TVs,57830.00
1737,17,Speaker 0087,Speaker generation 87 for category Audio,12920.00
1738,18,Printer 0087,Printer generation 87 for category Printers,21010.00
1739,19,Component 0087,Component generation 87 for category Components,18100.00
1740,20,Charger 0087,Charger generation 87 for category Charging,4740.00
1741,1,Smartphone 0088,Smartphone generation 88 for category Smartphones,25080.00
1742,2,Laptop 0088,Laptop generation 88 for category Laptops,70170.00
1743,3,Tablet 0088,Tablet generation 88 for category Tablets,30260.00
1744,4,Headphones 0088,Headphones generation 88 for category Headphones,9350.00
1745,5,Smart Device 0088,Smart Device generation 88 for category Smart Home,4490.00
1746,6,Gaming Gear 0088,Gaming Gear generation 88 for category Gaming,7080.00
1747,7,Monitor 0088,Monitor generation 88 for category Monitors,22170.00
1748,8,Storage 0088,Storage generation 88 for category Storage,5760.00
1749,9,Accessory 0088,Accessory generation 88 for category Accessories,1850.00
1750,10,Router 0088,Router generation 88 for category Networking,4990.00
1751,11,Appliance 0088,Appliance generation 88 for category Kitchen Appliances,8080.00
1752,12,Office Device 0088,Office Device generation 88 for category Office Equipment,13170.00
1753,13,Wearable 0088,Wearable generation 88 for category Wearables,11260.00
1754,14,Camera 0088,Camera generation 88 for category Cameras,46350.00
1755,15,Book 0088,Book generation 88 for category Books,890.00
1756,16,TV 0088,TV generation 88 for category TVs,55080.00
1757,17,Speaker 0088,Speaker generation 88 for category Audio,10170.00
1758,18,Printer 0088,Printer generation 88 for category Printers,18260.00
1759,19,Component 0088,Component generation 88 for category Components,15350.00
1760,20,Charger 0088,Charger generation 88 for category Charging,1990.00
1761,1,Smartphone 0089,Smartphone generation 89 for category Smartphones,25355.00
1762,2,Laptop 0089,Laptop generation 89 for category Laptops,70445.00
1763,3,Tablet 0089,Tablet generation 89 for category Tablets,30535.00
1764,4,Headphones 0089,Headphones generation 89 for category Headphones,9625.00
1765,5,Smart Device 0089,Smart Device generation 89 for category Smart Home,4765.00
1766,6,Gaming Gear 0089,Gaming Gear generation 89 for category Gaming,7355.00
1767,7,Monitor 0089,Monitor generation 89 for category Monitors,22445.00
1768,8,Storage 0089,Storage generation 89 for category Storage,6035.00
1769,9,Accessory 0089,Accessory generation 89 for category Accessories,2125.00
1770,10,Router 0089,Router generation 89 for category Networking,5265.00
1771,11,Appliance 0089,Appliance generation 89 for category Kitchen Appliances,8355.00
1772,12,Office Device 0089,Office Device generation 89 for category Office Equipment,13445.00
1773,13,Wearable 0089,Wearable generation 89 for category Wearables,11535.00
1774,14,Camera 0089,Camera generation 89 for category Cameras,46625.00
1775,15,Book 0089,Book generation 89 for category Books,1165.00
1776,16,TV 0089,TV generation 89 for category TVs,55355.00
1777,17,Speaker 0089,Speaker generation 89 for category Audio,10445.00
1778,18,Printer 0089,Printer generation 89 for category Printers,18535.00
1779,19,Component 0089,Component generation 89 for category Components,15625.00
1780,20,Charger 0089,Charger generation 89 for category Charging,2265.00
1781,1,Smartphone 0090,Smartphone generation 90 for category Smartphones,25630.00
1782,2,Laptop 0090,Laptop generation 90 for category Laptops,70720.00
1783,3,Tablet 0090,Tablet generation 90 for category Tablets,30810.00
1784,4,Headphones 0090,Headphones generation 90 for category Headphones,9900.00
1785,5,Smart Device 0090,Smart Device generation 90 for category Smart Home,5040.00
1786,6,Gaming Gear 0090,Gaming Gear generation 90 for category Gaming,7630.00
1787,7,Monitor 0090,Monitor generation 90 for category Monitors,22720.00
1788,8,Storage 0090,Storage generation 90 for category Storage,6310.00
1789,9,Accessory 0090,Accessory generation 90 for category Accessories,2400.00
1790,10,Router 0090,Router generation 90 for category Networking,5540.00
1791,11,Appliance 0090,Appliance generation 90 for category Kitchen Appliances,8630.00
1792,12,Office Device 0090,Office Device generation 90 for category Office Equipment,13720.00
1793,13,Wearable 0090,Wearable generation 90 for category Wearables,11810.00
1794,14,Camera 0090,Camera generation 90 for category Cameras,46900.00
1795,15,Book 0090,Book generation 90 for category Books,1440.00
1796,16,TV 0090,TV generation 90 for category TVs,55630.00
1797,17,Speaker 0090,Speaker generation 90 for category Audio,10720.00
1798,18,Printer 0090,Printer generation 90 for category Printers,18810.00
1799,19,Component 0090,Component generation 90 for category Components,15900.00
1800,20,Charger 0090,Charger generation 90 for category Charging,2540.00
1801,1,Smartphone 0091,Smartphone generation 91 for category Smartphones,25905.00
1802,2,Laptop 0091,Laptop generation 91 for category Laptops,70995.00
1803,3,Tablet 0091,Tablet generation 91 for category Tablets,31085.00
1804,4,Headphones 0091,Headphones generation 91 for category Headphones,10175.00
1805,5,Smart Device 0091,Smart Device generation 91 for category Smart Home,5315.00
1806,6,Gaming Gear 0091,Gaming Gear generation 91 for category Gaming,7905.00
1807,7,Monitor 0091,Monitor generation 91 for category Monitors,22995.00
1808,8,Storage 0091,Storage generation 91 for category Storage,6585.00
1809,9,Accessory 0091,Accessory generation 91 for category Accessories,2675.00
1810,10,Router 0091,Router generation 91 for category Networking,5815.00
1811,11,Appliance 0091,Appliance generation 91 for category Kitchen Appliances,8905.00
1812,12,Office Device 0091,Office Device generation 91 for category Office Equipment,13995.00
1813,13,Wearable 0091,Wearable generation 91 for category Wearables,12085.00
1814,14,Camera 0091,Camera generation 91 for category Cameras,47175.00
1815,15,Book 0091,Book generation 91 for category Books,1715.00
1816,16,TV 0091,TV generation 91 for category TVs,55905.00
1817,17,Speaker 0091,Speaker generation 91 for category Audio,10995.00
1818,18,Printer 0091,Printer generation 91 for category Printers,19085.00
1819,19,Component 0091,Component generation 91 for category Components,16175.00
1820,20,Charger 0091,Charger generation 91 for category Charging,2815.00
1821,1,Smartphone 0092,Smartphone generation 92 for category Smartphones,26180.00
1822,2,Laptop 0092,Laptop generation 92 for category Laptops,71270.00
1823,3,Tablet 0092,Tablet generation 92 for category Tablets,31360.00
1824,4,Headphones 0092,Headphones generation 92 for category Headphones,10450.00
1825,5,Smart Device 0092,Smart Device generation 92 for category Smart Home,5590.00
1826,6,Gaming Gear 0092,Gaming Gear generation 92 for category Gaming,8180.00
1827,7,Monitor 0092,Monitor generation 92 for category Monitors,23270.00
1828,8,Storage 0092,Storage generation 92 for category Storage,6860.00
1829,9,Accessory 0092,Accessory generation 92 for category Accessories,2950.00
1830,10,Router 0092,Router generation 92 for category Networking,6090.00
1831,11,Appliance 0092,Appliance generation 92 for category Kitchen Appliances,9180.00
1832,12,Office Device 0092,Office Device generation 92 for category Office Equipment,14270.00
1833,13,Wearable 0092,Wearable generation 92 for category Wearables,12360.00
1834,14,Camera 0092,Camera generation 92 for category Cameras,47450.00
1835,15,Book 0092,Book generation 92 for category Books,1990.00
1836,16,TV 0092,TV generation 92 for category TVs,56180.00
1837,17,Speaker 0092,Speaker generation 92 for category Audio,11270.00
